Transaction_ID,Date,Product_ID,Category,Payment_Method,Customer_ID,Name,Email,City,Region,Country,Customer_Type
7015,01/15/2021,8,Home,Credit Card,109,Diana White,george@example.com,San Diego,West,USA,VIP
4446,01/16/2021,3,Home,Bank Transfer,109,Alice Smith,charlie@example.com,Dallas,South,USA,New
1225,01/16/2021,11,Electronics,Bank Transfer,108,Evan Black,charlie@example.com,San Jose,West,USA,VIP
8996,01/16/2021,5,Accessories,Bank Transfer,104,Hannah Lee,jenny@example.com,New York,East,USA,VIP
3205,01/17/2021,12,Apparel,Paypal,102,Diana White,george@example.com,Los Angeles,West,USA,Returning
2060,01/18/2021,9,Toys,Credit Card,107,Bob Jones,fiona@example.com,Chicago,Midwest,USA,Returning
6088,01/18/2021,12,Apparel,Credit Card,102,Alice Smith,diana@example.com,Houston,South,USA,New
9319,01/18/2021,3,Home,Klarna,106,Charlie Brown,ian@example.com,Phoenix,West,USA,Returning
2895,01/18/2021,3,Home,Paypal,106,Bob Jones,fiona@example.com,Philadelphia,East,USA,New
2409,01/19/2021,10,Accessories,Credit Card,106,Hannah Lee,bob@example.com,San Antonio,South,USA,New
8343,01/19/2021,11,Electronics,Paypal,100,Jenny Grey,jenny@example.com,San Diego,West,USA,VIP
9716,01/19/2021,2,Apparel,Credit Card,104,Ian Blue,bob@example.com,Dallas,South,USA,Returning
3368,01/20/2021,4,Toys,Klarna,100,Jenny Grey,alice@example.com,San Jose,West,USA,Returning
6919,01/20/2021,2,Apparel,Klarna,106,Alice Smith,evan@example.com,New York,East,USA,New
7457,01/20/2021,6,Electronics,Bank Transfer,107,Bob Jones,jenny@example.com,Los Angeles,West,USA,VIP
4854,01/20/2021,6,Electronics,Credit Card,106,Fiona Green,fiona@example.com,Chicago,Midwest,USA,Returning
4051,01/20/2021,12,Apparel,Bank Transfer,100,Jenny Grey,diana@example.com,Houston,South,USA,VIP
5142,01/21/2021,14,Toys,Bank Transfer,102,George Hill,charlie@example.com,Phoenix,West,USA,VIP
1635,01/21/2021,2,Apparel,Credit Card,109,Bob Jones,evan@example.com,Philadelphia,East,USA,New
6177,01/21/2021,12,Apparel,Credit Card,102,Hannah Lee,charlie@example.com,San Antonio,South,USA,Returning
2664,01/21/2021,12,Apparel,Klarna,106,Jenny Grey,ian@example.com,San Diego,West,USA,Returning
8404,01/22/2021,8,Home,Credit Card,103,Ian Blue,diana@example.com,Dallas,South,USA,Returning
9130,01/23/2021,7,Apparel,Klarna,102,Hannah Lee,evan@example.com,San Jose,West,USA,VIP
3744,01/23/2021,6,Electronics,Credit Card,105,Ian Blue,george@example.com,New York,East,USA,Returning
7617,01/23/2021,14,Toys,Credit Card,109,Fiona Green,george@example.com,Los Angeles,West,USA,New
6881,01/23/2021,7,Apparel,Bank Transfer,105,George Hill,fiona@example.com,Chicago,Midwest,USA,VIP
8390,01/23/2021,4,Toys,Paypal,109,Fiona Green,ian@example.com,Houston,South,USA,Returning
5611,01/24/2021,13,Home,Bank Transfer,104,George Hill,george@example.com,Phoenix,West,USA,VIP
2687,01/24/2021,4,Toys,Bank Transfer,105,Diana White,charlie@example.com,Philadelphia,East,USA,VIP
6052,01/24/2021,1,Electronics,Bank Transfer,102,Charlie Brown,jenny@example.com,San Antonio,South,USA,VIP
6536,01/24/2021,1,Electronics,Credit Card,109,Ian Blue,ian@example.com,San Diego,West,USA,New
6726,01/24/2021,12,Apparel,Paypal,104,Diana White,fiona@example.com,Dallas,South,USA,Returning
9967,01/25/2021,10,Accessories,Paypal,108,Bob Jones,alice@example.com,San Jose,West,USA,Returning
4974,01/26/2021,9,Toys,Paypal,103,George Hill,ian@example.com,New York,East,USA,VIP
1412,01/26/2021,11,Electronics,Credit Card,101,Fiona Green,george@example.com,Los Angeles,West,USA,Returning
6988,01/26/2021,4,Toys,Klarna,104,Diana White,fiona@example.com,Chicago,Midwest,USA,VIP
6073,01/27/2021,4,Toys,Bank Transfer,102,Fiona Green,fiona@example.com,Houston,South,USA,VIP
4440,01/27/2021,12,Apparel,Klarna,102,George Hill,charlie@example.com,Phoenix,West,USA,VIP
9787,01/27/2021,14,Toys,Klarna,103,Fiona Green,charlie@example.com,Philadelphia,East,USA,New
1395,01/28/2021,4,Toys,Bank Transfer,103,Alice Smith,diana@example.com,San Antonio,South,USA,Returning
3782,01/29/2021,14,Toys,Klarna,104,Alice Smith,hannah@example.com,San Diego,West,USA,VIP
8266,01/29/2021,5,Accessories,Klarna,106,Ian Blue,hannah@example.com,Dallas,South,USA,Returning
4636,01/29/2021,4,Toys,Credit Card,103,Fiona Green,bob@example.com,San Jose,West,USA,New
7541,01/29/2021,10,Accessories,Klarna,106,Bob Jones,evan@example.com,New York,East,USA,New
7801,01/30/2021,11,Electronics,Paypal,108,Alice Smith,ian@example.com,Los Angeles,West,USA,VIP
2542,01/30/2021,1,Electronics,Credit Card,102,Bob Jones,ian@example.com,Chicago,Midwest,USA,New
3681,01/30/2021,11,Electronics,Credit Card,104,Hannah Lee,george@example.com,Houston,South,USA,New
2365,01/31/2021,1,Electronics,Klarna,103,Evan Black,charlie@example.com,Phoenix,West,USA,New
4141,01/31/2021,13,Home,Credit Card,108,George Hill,charlie@example.com,Philadelphia,East,USA,New
5186,01/31/2021,6,Electronics,Klarna,104,George Hill,jenny@example.com,San Antonio,South,USA,New
5748,01/31/2021,13,Home,Paypal,109,Bob Jones,george@example.com,San Diego,West,USA,New
9647,01/31/2021,12,Apparel,Klarna,101,Charlie Brown,diana@example.com,Dallas,South,USA,Returning
1504,02/01/2021,13,Home,Bank Transfer,109,Bob Jones,diana@example.com,San Jose,West,USA,New
1133,02/01/2021,6,Electronics,Bank Transfer,100,George Hill,evan@example.com,New York,East,USA,Returning
5910,02/01/2021,13,Home,Credit Card,106,Evan Black,fiona@example.com,Los Angeles,West,USA,VIP
7190,02/02/2021,5,Accessories,Klarna,100,Alice Smith,hannah@example.com,Chicago,Midwest,USA,New
9053,02/02/2021,5,Accessories,Credit Card,107,Bob Jones,alice@example.com,Houston,South,USA,New
2353,02/02/2021,12,Apparel,Credit Card,108,Fiona Green,george@example.com,Phoenix,West,USA,Returning
7819,02/02/2021,12,Apparel,Bank Transfer,106,Charlie Brown,hannah@example.com,Philadelphia,East,USA,New
5964,02/03/2021,12,Apparel,Klarna,108,George Hill,evan@example.com,San Antonio,South,USA,Returning
7132,02/03/2021,9,Toys,Bank Transfer,109,Bob Jones,jenny@example.com,San Diego,West,USA,Returning
2581,02/03/2021,13,Home,Paypal,105,Bob Jones,bob@example.com,Dallas,South,USA,New
2838,02/03/2021,5,Accessories,Bank Transfer,106,Fiona Green,charlie@example.com,San Jose,West,USA,VIP
6124,02/04/2021,13,Home,Paypal,102,Hannah Lee,fiona@example.com,New York,East,USA,VIP
8449,02/04/2021,11,Electronics,Klarna,108,Alice Smith,ian@example.com,Los Angeles,West,USA,VIP
5000,02/04/2021,13,Home,Klarna,102,Evan Black,bob@example.com,Chicago,Midwest,USA,Returning
3000,02/05/2021,7,Apparel,Paypal,105,Alice Smith,charlie@example.com,Houston,South,USA,Returning
8190,02/05/2021,5,Accessories,Paypal,103,Fiona Green,jenny@example.com,Phoenix,West,USA,New
8245,02/05/2021,3,Home,Klarna,108,George Hill,evan@example.com,Philadelphia,East,USA,Returning
8939,02/05/2021,13,Home,Bank Transfer,100,Fiona Green,hannah@example.com,San Antonio,South,USA,VIP
8239,02/05/2021,12,Apparel,Paypal,108,Ian Blue,hannah@example.com,San Diego,West,USA,New
5363,02/06/2021,2,Apparel,Credit Card,103,Diana White,bob@example.com,Dallas,South,USA,VIP
7544,02/06/2021,9,Toys,Paypal,109,Hannah Lee,fiona@example.com,San Jose,West,USA,New
7881,02/06/2021,3,Home,Paypal,104,Diana White,fiona@example.com,New York,East,USA,VIP
2331,02/07/2021,15,Accessories,Bank Transfer,100,George Hill,evan@example.com,Los Angeles,West,USA,New
5854,02/07/2021,14,Toys,Credit Card,100,Evan Black,hannah@example.com,Chicago,Midwest,USA,VIP
1137,02/07/2021,4,Toys,Bank Transfer,105,Alice Smith,jenny@example.com,Houston,South,USA,Returning
8941,02/08/2021,2,Apparel,Paypal,109,Charlie Brown,bob@example.com,Phoenix,West,USA,VIP
2906,02/08/2021,11,Electronics,Bank Transfer,100,Ian Blue,bob@example.com,Philadelphia,East,USA,New
7031,02/08/2021,6,Electronics,Bank Transfer,101,Hannah Lee,george@example.com,San Antonio,South,USA,VIP
2887,02/08/2021,3,Home,Bank Transfer,102,Diana White,ian@example.com,San Diego,West,USA,Returning
7777,02/08/2021,13,Home,Credit Card,106,Bob Jones,diana@example.com,Dallas,South,USA,New
4900,02/09/2021,10,Accessories,Credit Card,101,Ian Blue,george@example.com,San Jose,West,USA,Returning
3393,02/09/2021,12,Apparel,Paypal,104,Alice Smith,diana@example.com,New York,East,USA,VIP
8240,02/09/2021,11,Electronics,Credit Card,108,Ian Blue,fiona@example.com,Los Angeles,West,USA,New
5143,02/09/2021,15,Accessories,Bank Transfer,109,George Hill,diana@example.com,Chicago,Midwest,USA,VIP
2276,02/10/2021,3,Home,Klarna,107,Bob Jones,alice@example.com,Houston,South,USA,New
3125,02/11/2021,7,Apparel,Paypal,107,Evan Black,fiona@example.com,Phoenix,West,USA,Returning
6126,02/11/2021,8,Home,Paypal,101,Bob Jones,diana@example.com,Philadelphia,East,USA,Returning
2531,02/11/2021,15,Accessories,Paypal,100,Evan Black,alice@example.com,San Antonio,South,USA,Returning
4086,02/11/2021,3,Home,Bank Transfer,108,George Hill,evan@example.com,San Diego,West,USA,VIP
7229,02/12/2021,1,Electronics,Credit Card,109,Evan Black,hannah@example.com,Dallas,South,USA,New
7168,02/13/2021,4,Toys,Credit Card,103,Bob Jones,hannah@example.com,San Jose,West,USA,Returning
7371,02/13/2021,2,Apparel,Bank Transfer,108,Evan Black,hannah@example.com,New York,East,USA,VIP
7738,02/13/2021,12,Apparel,Paypal,106,Jenny Grey,diana@example.com,Los Angeles,West,USA,VIP
2761,02/13/2021,10,Accessories,Credit Card,105,Fiona Green,hannah@example.com,Chicago,Midwest,USA,New
2460,02/13/2021,9,Toys,Klarna,109,Evan Black,charlie@example.com,Houston,South,USA,Returning
4735,02/14/2021,14,Toys,Klarna,108,Bob Jones,hannah@example.com,Phoenix,West,USA,VIP
6342,02/14/2021,4,Toys,Klarna,109,Fiona Green,diana@example.com,Philadelphia,East,USA,Returning
9837,02/14/2021,15,Accessories,Paypal,103,Fiona Green,diana@example.com,San Antonio,South,USA,New
1846,02/15/2021,2,Apparel,Klarna,100,Bob Jones,alice@example.com,San Diego,West,USA,Returning
7469,02/16/2021,5,Accessories,Klarna,104,Charlie Brown,hannah@example.com,Dallas,South,USA,Returning
5208,02/16/2021,1,Electronics,Paypal,105,George Hill,hannah@example.com,San Jose,West,USA,VIP
5234,02/16/2021,14,Toys,Klarna,105,Alice Smith,ian@example.com,New York,East,USA,VIP
1009,02/16/2021,6,Electronics,Bank Transfer,100,Alice Smith,fiona@example.com,Los Angeles,West,USA,New
2619,02/17/2021,8,Home,Credit Card,106,Fiona Green,bob@example.com,Chicago,Midwest,USA,New
2994,02/17/2021,9,Toys,Credit Card,107,George Hill,alice@example.com,Houston,South,USA,New
1235,02/17/2021,14,Toys,Bank Transfer,104,Evan Black,hannah@example.com,Phoenix,West,USA,VIP
3635,02/17/2021,9,Toys,Bank Transfer,101,Jenny Grey,jenny@example.com,Philadelphia,East,USA,New
9007,02/17/2021,13,Home,Paypal,101,Hannah Lee,charlie@example.com,San Antonio,South,USA,New
3898,02/18/2021,5,Accessories,Paypal,104,Charlie Brown,george@example.com,San Diego,West,USA,VIP
2065,02/18/2021,9,Toys,Bank Transfer,106,Diana White,jenny@example.com,Dallas,South,USA,New
7565,02/18/2021,13,Home,Klarna,106,George Hill,charlie@example.com,San Jose,West,USA,VIP
2248,02/19/2021,1,Electronics,Bank Transfer,103,Charlie Brown,alice@example.com,New York,East,USA,New
6765,02/20/2021,6,Electronics,Bank Transfer,102,Alice Smith,hannah@example.com,Los Angeles,West,USA,VIP
6742,02/20/2021,4,Toys,Paypal,108,Hannah Lee,jenny@example.com,Chicago,Midwest,USA,Returning
3204,02/20/2021,4,Toys,Credit Card,106,Evan Black,ian@example.com,Houston,South,USA,VIP
3243,02/21/2021,14,Toys,Klarna,101,Hannah Lee,jenny@example.com,Phoenix,West,USA,VIP
7028,02/22/2021,6,Electronics,Bank Transfer,100,Hannah Lee,ian@example.com,Philadelphia,East,USA,VIP
3371,02/23/2021,13,Home,Klarna,101,Evan Black,ian@example.com,San Antonio,South,USA,New
1793,02/23/2021,3,Home,Bank Transfer,102,Hannah Lee,charlie@example.com,San Diego,West,USA,VIP
7166,02/23/2021,14,Toys,Bank Transfer,104,George Hill,ian@example.com,Dallas,South,USA,VIP
8783,02/23/2021,13,Home,Klarna,102,Diana White,charlie@example.com,San Jose,West,USA,New
4531,02/23/2021,11,Electronics,Bank Transfer,109,Charlie Brown,bob@example.com,New York,East,USA,Returning
1126,02/24/2021,8,Home,Klarna,108,George Hill,jenny@example.com,Los Angeles,West,USA,VIP
6109,02/24/2021,9,Toys,Bank Transfer,109,Charlie Brown,diana@example.com,Chicago,Midwest,USA,New
2792,02/24/2021,6,Electronics,Paypal,103,Fiona Green,bob@example.com,Houston,South,USA,Returning
4030,02/24/2021,6,Electronics,Paypal,106,Bob Jones,alice@example.com,Phoenix,West,USA,VIP
3708,02/24/2021,8,Home,Paypal,103,Bob Jones,fiona@example.com,Philadelphia,East,USA,Returning
8970,02/25/2021,5,Accessories,Klarna,102,Diana White,charlie@example.com,San Antonio,South,USA,VIP
9609,02/26/2021,11,Electronics,Klarna,109,Jenny Grey,george@example.com,San Diego,West,USA,VIP
2205,02/26/2021,12,Apparel,Paypal,100,George Hill,george@example.com,Dallas,South,USA,Returning
5380,02/27/2021,1,Electronics,Bank Transfer,108,Diana White,jenny@example.com,San Jose,West,USA,Returning
1966,02/28/2021,1,Electronics,Credit Card,100,Diana White,alice@example.com,New York,East,USA,Returning
9533,02/28/2021,6,Electronics,Bank Transfer,100,Charlie Brown,ian@example.com,Los Angeles,West,USA,VIP
2759,02/28/2021,7,Apparel,Klarna,100,Jenny Grey,hannah@example.com,Chicago,Midwest,USA,VIP
9914,02/28/2021,8,Home,Credit Card,104,Fiona Green,jenny@example.com,Houston,South,USA,New
1768,02/28/2021,2,Apparel,Paypal,106,Alice Smith,alice@example.com,Phoenix,West,USA,New
6797,03/01/2021,2,Apparel,Credit Card,106,Fiona Green,hannah@example.com,Philadelphia,East,USA,New
2481,03/02/2021,10,Accessories,Bank Transfer,109,Hannah Lee,evan@example.com,San Antonio,South,USA,VIP
1054,03/02/2021,7,Apparel,Klarna,100,Hannah Lee,alice@example.com,San Diego,West,USA,Returning
1832,03/02/2021,8,Home,Bank Transfer,105,Fiona Green,charlie@example.com,Dallas,South,USA,New
8221,03/03/2021,8,Home,Klarna,108,Fiona Green,george@example.com,San Jose,West,USA,VIP
4675,03/03/2021,1,Electronics,Bank Transfer,105,Diana White,evan@example.com,New York,East,USA,Returning
6619,03/03/2021,4,Toys,Paypal,103,Bob Jones,diana@example.com,Los Angeles,West,USA,New
5425,03/03/2021,7,Apparel,Klarna,109,George Hill,charlie@example.com,Chicago,Midwest,USA,Returning
2308,03/03/2021,3,Home,Credit Card,108,Hannah Lee,bob@example.com,Houston,South,USA,Returning
5841,03/04/2021,11,Electronics,Klarna,102,Jenny Grey,hannah@example.com,Phoenix,West,USA,New
1804,03/04/2021,4,Toys,Bank Transfer,109,Fiona Green,bob@example.com,Philadelphia,East,USA,New
2387,03/04/2021,4,Toys,Bank Transfer,103,Evan Black,fiona@example.com,San Antonio,South,USA,VIP
5223,03/04/2021,14,Toys,Credit Card,103,Charlie Brown,george@example.com,San Diego,West,USA,Returning
2304,03/05/2021,13,Home,Klarna,103,Alice Smith,george@example.com,Dallas,South,USA,New
9633,03/05/2021,10,Accessories,Klarna,105,Ian Blue,alice@example.com,San Jose,West,USA,New
6475,03/06/2021,6,Electronics,Credit Card,106,Jenny Grey,hannah@example.com,New York,East,USA,Returning
8141,03/06/2021,9,Toys,Credit Card,108,Charlie Brown,ian@example.com,Los Angeles,West,USA,Returning
3074,03/06/2021,6,Electronics,Klarna,102,Bob Jones,george@example.com,Chicago,Midwest,USA,Returning
7136,03/07/2021,13,Home,Credit Card,107,Charlie Brown,hannah@example.com,Houston,South,USA,New
4028,03/07/2021,10,Accessories,Paypal,107,Evan Black,charlie@example.com,Phoenix,West,USA,New
6941,03/07/2021,12,Apparel,Credit Card,100,Bob Jones,hannah@example.com,Philadelphia,East,USA,VIP
5124,03/07/2021,3,Home,Klarna,104,George Hill,diana@example.com,San Antonio,South,USA,Returning
2333,03/08/2021,11,Electronics,Bank Transfer,109,Diana White,alice@example.com,San Diego,West,USA,New
8715,03/09/2021,10,Accessories,Bank Transfer,104,Hannah Lee,hannah@example.com,Dallas,South,USA,New
8674,03/10/2021,14,Toys,Credit Card,107,Charlie Brown,fiona@example.com,San Jose,West,USA,Returning
3120,03/11/2021,5,Accessories,Credit Card,107,Evan Black,ian@example.com,New York,East,USA,New
2639,03/11/2021,13,Home,Klarna,101,Diana White,diana@example.com,Los Angeles,West,USA,Returning
5203,03/12/2021,5,Accessories,Paypal,102,Evan Black,hannah@example.com,Chicago,Midwest,USA,New
3322,03/12/2021,12,Apparel,Klarna,101,Ian Blue,ian@example.com,Houston,South,USA,Returning
1329,03/13/2021,1,Electronics,Klarna,100,Bob Jones,ian@example.com,Phoenix,West,USA,Returning
9407,03/13/2021,14,Toys,Credit Card,101,George Hill,george@example.com,Philadelphia,East,USA,New
6604,03/13/2021,7,Apparel,Bank Transfer,109,Jenny Grey,jenny@example.com,San Antonio,South,USA,Returning
9680,03/13/2021,10,Accessories,Bank Transfer,105,Hannah Lee,diana@example.com,San Diego,West,USA,VIP
9592,03/13/2021,7,Apparel,Paypal,100,Diana White,diana@example.com,Dallas,South,USA,VIP
9007,03/14/2021,3,Home,Credit Card,105,Charlie Brown,bob@example.com,San Jose,West,USA,Returning
4042,03/15/2021,7,Apparel,Klarna,100,Jenny Grey,alice@example.com,New York,East,USA,VIP
4223,03/15/2021,14,Toys,Credit Card,101,Bob Jones,bob@example.com,Los Angeles,West,USA,New
3983,03/15/2021,3,Home,Bank Transfer,107,Jenny Grey,evan@example.com,Chicago,Midwest,USA,New
6468,03/15/2021,4,Toys,Credit Card,105,Ian Blue,alice@example.com,Houston,South,USA,Returning
9502,03/16/2021,12,Apparel,Paypal,108,Diana White,jenny@example.com,Phoenix,West,USA,New
4810,03/16/2021,7,Apparel,Bank Transfer,100,Ian Blue,charlie@example.com,Philadelphia,East,USA,New
9436,03/17/2021,13,Home,Bank Transfer,104,George Hill,jenny@example.com,San Antonio,South,USA,VIP
8069,03/18/2021,10,Accessories,Bank Transfer,106,Fiona Green,jenny@example.com,San Diego,West,USA,New
4760,03/19/2021,14,Toys,Bank Transfer,108,Diana White,alice@example.com,Dallas,South,USA,New
5388,03/20/2021,2,Apparel,Credit Card,108,George Hill,jenny@example.com,San Jose,West,USA,VIP
9056,03/20/2021,15,Accessories,Paypal,103,Diana White,hannah@example.com,New York,East,USA,Returning
5805,03/20/2021,13,Home,Paypal,103,Fiona Green,evan@example.com,Los Angeles,West,USA,Returning
6690,03/20/2021,7,Apparel,Paypal,103,Hannah Lee,jenny@example.com,Chicago,Midwest,USA,VIP
2389,03/21/2021,13,Home,Credit Card,102,Evan Black,charlie@example.com,Houston,South,USA,VIP
7402,03/21/2021,9,Toys,Klarna,107,Diana White,diana@example.com,Phoenix,West,USA,New
2913,03/21/2021,9,Toys,Paypal,104,Fiona Green,ian@example.com,Philadelphia,East,USA,New
8312,03/22/2021,2,Apparel,Paypal,106,Hannah Lee,fiona@example.com,San Antonio,South,USA,Returning
1892,03/22/2021,8,Home,Paypal,109,Jenny Grey,alice@example.com,San Diego,West,USA,Returning
2640,03/23/2021,11,Electronics,Credit Card,105,Diana White,hannah@example.com,Dallas,South,USA,VIP
6016,03/23/2021,3,Home,Credit Card,108,Evan Black,jenny@example.com,San Jose,West,USA,New
1954,03/24/2021,11,Electronics,Klarna,102,Ian Blue,bob@example.com,New York,East,USA,VIP
6295,03/24/2021,5,Accessories,Credit Card,105,Jenny Grey,ian@example.com,Los Angeles,West,USA,Returning
9987,03/24/2021,13,Home,Paypal,102,Jenny Grey,george@example.com,Chicago,Midwest,USA,Returning
3396,03/24/2021,14,Toys,Bank Transfer,101,Diana White,diana@example.com,Houston,South,USA,VIP
4930,03/24/2021,8,Home,Paypal,102,Bob Jones,charlie@example.com,Phoenix,West,USA,New
2704,03/25/2021,1,Electronics,Credit Card,101,Hannah Lee,diana@example.com,Philadelphia,East,USA,New
5286,03/25/2021,10,Accessories,Klarna,101,George Hill,fiona@example.com,San Antonio,South,USA,VIP
1556,03/25/2021,11,Electronics,Klarna,109,Ian Blue,ian@example.com,San Diego,West,USA,Returning
3719,03/25/2021,10,Accessories,Klarna,106,Charlie Brown,jenny@example.com,Dallas,South,USA,VIP
9780,03/26/2021,2,Apparel,Paypal,109,Diana White,ian@example.com,San Jose,West,USA,VIP
2136,03/26/2021,14,Toys,Klarna,102,Jenny Grey,alice@example.com,New York,East,USA,New
5543,03/26/2021,12,Apparel,Paypal,107,Evan Black,jenny@example.com,Los Angeles,West,USA,Returning
6352,03/26/2021,14,Toys,Bank Transfer,101,Alice Smith,fiona@example.com,Chicago,Midwest,USA,Returning
8059,03/27/2021,6,Electronics,Klarna,106,Evan Black,alice@example.com,Houston,South,USA,New
9073,03/27/2021,12,Apparel,Bank Transfer,102,Diana White,charlie@example.com,Phoenix,West,USA,Returning
3353,03/27/2021,2,Apparel,Klarna,108,Alice Smith,george@example.com,Philadelphia,East,USA,Returning
3428,03/27/2021,4,Toys,Klarna,106,Diana White,charlie@example.com,San Antonio,South,USA,New
4356,03/27/2021,6,Electronics,Credit Card,108,Evan Black,ian@example.com,San Diego,West,USA,Returning
2098,03/28/2021,13,Home,Klarna,101,Evan Black,jenny@example.com,Dallas,South,USA,Returning
6658,03/28/2021,6,Electronics,Bank Transfer,105,Jenny Grey,evan@example.com,San Jose,West,USA,VIP
5116,03/28/2021,13,Home,Paypal,104,Hannah Lee,ian@example.com,New York,East,USA,Returning
6626,03/28/2021,9,Toys,Paypal,101,Alice Smith,alice@example.com,Los Angeles,West,USA,VIP
4056,03/28/2021,13,Home,Paypal,103,George Hill,charlie@example.com,Chicago,Midwest,USA,VIP
6179,03/29/2021,8,Home,Credit Card,103,Evan Black,george@example.com,Houston,South,USA,VIP
4633,03/29/2021,14,Toys,Credit Card,107,Diana White,bob@example.com,Phoenix,West,USA,New
